itin_validatingcarrier,OBL_originairportcode,OBL_destinationairportcode,OBL_flightNumber,OBL_departdate,OBL_departtime,OBL_arrivedate,OBL_arrivetime,IBL_originairportcode,IBL_destinationairportcode,IBL_flightnumber,IBL_departdate,IBL_departtime,IBL_arrivedate,IBL_arrivetime,itin_cabin,itin_bookingcode,itin_totalamount,taxbreakdown,yq_val,yr_val,itin_true_tax_amount
"UA","EWR","SAN","1513","20250728","1830","20250728","2122","SAN","EWR","2711","20250731","2120","20250801","543","E","L","436.97","USD:AY 11.20|US 28.35|XF 9.00|ZP 10.40","0.0","0.0","58.95"
"AA","JFK","CMH","4767","20250523","1559","20250523","1754","CMH","LGA","4791","20250525","1857","20250525","2041","E","M","360.96","USD:AY 11.20|US 23.05|XF 9.00|ZP 10.40","0.0","0.0","53.65"
"AA","JFK","CMH","4767","20250523","1559","20250523","1754","CMH","LGA","4689","20250525","1112","20250525","1255","E","M","397.96","USD:AY 11.20|US 25.63|XF 9.00|ZP 10.40","0.0","0.0","56.23"
"AC","EWR","YYZ","8881","20250705","1635","20250705","1815","YYZ","JFK","8552","20250707","800","20250707","950","E","G","274.39","USD:AY 5.60|US 13.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.39"
"PD","EWR","YTZ","2134","20250705","1535","20250705","1715","YTZ","EWR","2121","20250707","645","20250707","815","E","V","278.59","USD:AY 5.60|US 14.25|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","88.59"
"AC","JFK","YYZ","8551","20250705","655","20250705","841","YYZ","LGA","8984","20250707","925","20250707","1058","E","G","328.14","USD:AY 5.60|US 17.25|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.14"
"AC","LGA","YYZ","701","20250705","600","20250705","735","YYZ","EWR","8882","20250707","1730","20250707","1905","E","G","356.09","USD:AY 5.60|US 19.20|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","100.09"
"NH","JFK","HND","109","20250530","1330","20250531","1655","HND","JFK","160","20250612","2245","20250612","2255","E","W","1912.11","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|SW 20.40|TK 6.90|YQ 396.00","396.0","0.0","101.11000000000001"
"AF","JFK","CDG","9087","20250628","2010","20250629","1000","CDG","JFK","8990","20250712","1440","20250712","1710","B","D","7979.91","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|FR 25.30|O4 135.70|QX 38.10|YQ 52.00|YR 2080.00","52.0","2080.0","272.90999999999985"
"UA","LGA","ORD","1310","20250702","1025","20250702","1203","ORD","EWR","396","20250705","2124","20250706","45","E","L","287.97","USD:AY 11.20|US 17.96|XF 9.00|ZP 10.40","0.0","0.0","48.56"
"UA","LGA","ORD","400","20250702","1930","20250702","2109","ORD","EWR","1658","20250705","600","20250705","910","E","L","287.97","USD:AY 11.20|US 17.96|XF 9.00|ZP 10.40","0.0","0.0","48.56"
"UA","EWR","ORD","1308","20250702","2155","20250702","2337","ORD","EWR","1205","20250705","1222","20250705","1548","E","L","354.96","USD:AY 11.20|US 22.63|XF 9.00|ZP 10.40","0.0","0.0","53.23"
"AA","JFK","ORD","2083","20250702","730","20250702","916","ORD","LGA","4432","20250705","600","20250705","917","E","G","382.96","USD:AY 11.20|US 24.58|XF 9.00|ZP 10.40","0.0","0.0","55.18"
"UA","EWR","SFO","448","20250519","1800","20250519","2141","SFO","EWR","649","20250520","2115","20250521","545","E","W","626.96","USD:AY 11.20|US 41.61|XF 9.00|ZP 10.40","0.0","0.0","72.21"
"KL","JFK","MAN","4819","20250615","1930","20250616","745","MAN","JFK","4826","20250709","1415","20250709","1659","P","A","2456.21","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 287.30|UB 44.10|YQ 52.00|YR 964.00","52.0","964.0","405.21000000000004"
"AC","LGA","YYZ","705","20250521","830","20250521","1010","YYZ","LGA","8992","20250524","1655","20250524","1831","E","G","188.39","USD:AY 5.60|US 7.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","88.39"
"AC","LGA","YYZ","701","20250521","600","20250521","740","YYZ","LGA","8988","20250524","1155","20250524","1329","E","G","188.39","USD:AY 5.60|US 7.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","88.39"
"AC","EWR","YYZ","8879","20250521","1355","20250521","1538","YYZ","LGA","8996","20250524","1825","20250524","1959","E","K","282.99","USD:AY 5.60|US 14.10|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.99"
"VS","JFK","LHR","138","20250604","2325","20250605","1125","LHR","JFK","3","20250702","935","20250702","1245","E","T","773.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"BA","JFK","LHR","1517","20250604","1930","20250605","745","LHR","JFK","1516","20250702","945","20250702","1229","E","O","801.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"BA","JFK","LHR","1511","20250604","1810","20250605","620","LHR","JFK","1506","20250702","1410","20250702","1659","E","O","801.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"IB","JFK","LHR","4218","20250604","1810","20250605","620","LHR","JFK","4221","20250702","1410","20250702","1659","E","O","1050.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 509.00|YR 10.00","509.0","10.0","262.30999999999995"
"DL","JFK","LHR","3","20250901","2155","20250902","1015","LHR","JFK","5922","20250913","1650","20250913","1940","E","E","562.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 200.00","10.0","200.0","262.31"
"UA","EWR","ORD","2100","20250507","800","20250507","945","ORD","EWR","1379","20250514","1155","20250514","1512","E","V","471.96","USD:AY 11.20|US 30.79|XF 9.00|ZP 10.40","0.0","0.0","61.39"
"UA","EWR","ORD","1525","20250507","1005","20250507","1148","ORD","EWR","1209","20250514","2145","20250515","58","E","V","551.96","USD:AY 11.20|US 36.37|XF 9.00|ZP 10.40","0.0","0.0","66.97"
"AA","EWR","ORD","1445","20250507","719","20250507","901","ORD","EWR","3253","20250514","1911","20250514","2230","E","L","600.96","USD:AY 11.20|US 39.79|XF 9.00|ZP 10.40","0.0","0.0","70.39"
"UA","EWR","ORD","1316","20250507","700","20250507","840","ORD","EWR","534","20250514","1834","20250514","2200","E","V","680.96","USD:AY 11.20|US 45.37|XF 9.00|ZP 10.40","0.0","0.0","75.97"
"VS","JFK","LHR","26","20250615","810","20250615","2000","LHR","JFK","9","20250618","1255","20250618","1600","E","T","904.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 480.00|YR 10.00","480.0","10.0","262.30999999999995"
"AA","LGA","MIA","1530","20250521","600","20250521","910","MIA","JFK","1357","20250523","1954","20250523","2259","E","Q","297.96","USD:AY 11.20|US 18.65|XF 9.00|ZP 10.40","0.0","0.0","49.25"
"AA","LGA","MIA","2039","20250521","1130","20250521","1441","MIA","LGA","3205","20250523","706","20250523","1001","E","Q","327.97","USD:AY 11.20|US 20.75|XF 9.00|ZP 10.40","0.0","0.0","51.35"
"AZ","JFK","FCO","603","20250722","1740","20250723","815","FCO","JFK","602","20250727","935","20250727","1315","E","O","911.51","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|EX 2.40|HB 9.00|IT 28.10|MJ 1.40|VT 3.80|YQ 410.00","410.0","0.0","118.50999999999999"
"AZ","JFK","FCO","611","20250722","2110","20250723","1150","FCO","JFK","602","20250727","935","20250727","1315","E","O","911.51","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|EX 2.40|HB 9.00|IT 28.10|MJ 1.40|VT 3.80|YQ 410.00","410.0","0.0","118.50999999999999"
"AC","EWR","YYZ","8879","20250511","1355","20250511","1538","YYZ","LGA","8996","20250513","1825","20250513","1959","E","S","405.54","USD:AY 5.60|US 22.65|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","103.54"
"AC","EWR","YYZ","3258","20250511","1655","20250511","1900","YYZ","EWR","8878","20250513","1355","20250513","1534","E","S","443.17","USD:AY 5.60|US 25.28|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","106.17"
"AC","EWR","YYZ","8883","20250511","1830","20250511","2017","YYZ","LGA","722","20250513","1915","20250513","2051","E","W","478.64","USD:AY 5.60|US 27.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","108.64"
"UA","JFK","YYZ","6607","20250511","655","20250511","841","YYZ","JFK","6608","20250517","755","20250517","939","E","G","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"UA","LGA","YYZ","8469","20250511","830","20250511","1010","YYZ","JFK","6634","20250517","2055","20250517","2245","E","G","414.14","USD:AY 5.60|US 23.25|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","104.14"
"UA","EWR","YYZ","8505","20250511","630","20250511","816","YYZ","LGA","8232","20250517","1730","20250517","1905","E","L","451.77","USD:AY 5.60|US 25.88|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","106.77"
"UA","EWR","YYZ","8045","20250511","900","20250511","1043","YYZ","LGA","8572","20250517","615","20250517","745","E","L","515.19","USD:AY 5.60|US 30.30|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","111.19"
"UA","LGA","YYZ","8469","20250518","830","20250518","1010","YYZ","JFK","6634","20250524","2055","20250524","2245","E","G","338.89","USD:AY 5.60|US 18.00|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","98.89"
"UA","EWR","YYZ","8045","20250518","900","20250518","1043","YYZ","EWR","8656","20250524","835","20250524","1013","E","L","367.92","USD:AY 5.60|US 20.03|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","100.92"
"UA","EWR","YYZ","8430","20250518","1100","20250518","1246","YYZ","LGA","8230","20250524","1655","20250524","1831","E","L","373.29","USD:AY 5.60|US 20.40|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","101.29"
"UA","JFK","YYZ","6607","20250518","655","20250518","841","YYZ","EWR","8202","20250524","1730","20250524","1908","E","T","387.27","USD:AY 5.60|US 21.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","102.27"
"UA","JFK","YYZ","6633","20250518","1030","20250518","1215","YYZ","LGA","8226","20250524","915","20250524","1051","E","T","392.64","USD:AY 5.60|US 21.75|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","102.64"
"UA","LGA","YYZ","8233","20250518","1645","20250518","1825","YYZ","LGA","8406","20250524","1325","20250524","1459","E","M","687.19","USD:AY 5.60|US 42.30|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","123.19"
"UA","LGA","YYZ","8233","20250518","1645","20250518","1825","YYZ","LGA","8146","20250524","2100","20250524","2236","E","M","687.19","USD:AY 5.60|US 42.30|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","123.19"
"B6","JFK","LAX","323","20250530","959","20250530","1314","LAX","JFK","924","20250531","1620","20250601","57","E","L","296.96","USD:AY 11.20|US 18.58|XF 9.00|ZP 10.40","0.0","0.0","49.18"
"B6","JFK","BUR","358","20250530","1717","20250530","2033","LAX","EWR","1574","20250531","2220","20250601","648","E","L","341.96","USD:AY 11.20|US 21.72|XF 9.00|ZP 10.40","0.0","0.0","52.32"
"UA","JFK","HND","7923","20250604","200","20250605","500","HND","JFK","7910","20250608","1050","20250608","1100","E","W","2528.11","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|SW 20.40|TK 6.90|YQ 380.00","380.0","0.0","101.11000000000001"
"PD","EWR","YTZ","2126","20250810","1100","20250810","1240","YYZ","LGA","607","20250815","1925","20250815","2105","E","X","403.39","USD:AY 5.60|US 22.50|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","103.39"
"AF","JFK","LHR","9917","20250505","2325","20250506","1125","LHR","JFK","6758","20250510","1255","20250510","1600","E","V","645.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 330.00","52.0","330.0","262.30999999999995"
"KL","JFK","LHR","2503","20250505","1900","20250506","715","LHR","JFK","2508","20250510","1850","20250510","2129","E","V","645.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 330.00","52.0","330.0","262.30999999999995"
"BA","JFK","LHR","176","20250505","1930","20250506","745","LHR","JFK","1510","20250510","1700","20250510","1955","E","V","821.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 320.00|YR 10.00","320.0","10.0","262.30999999999995"
"UA","EWR","SFO","448","20250515","1800","20250515","2141","SFO","EWR","549","20250516","2340","20250517","818","E","H","946.96","USD:AY 11.20|US 63.93|XF 9.00|ZP 10.40","0.0","0.0","94.53"
"UA","EWR","SFO","2161","20250515","1600","20250515","1939","SFO","EWR","435","20250516","920","20250516","1758","E","U","1126.96","USD:AY 11.20|US 76.49|XF 9.00|ZP 10.40","0.0","0.0","107.09"
"CX","JFK","HKG","831","20250708","1450","20250709","1905","HKG","JFK","844","20250812","215","20250812","600","E","L","2206.71","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|G3 20.60|HK 15.50|I5 8.40|YR 184.40","0.0","184.4","118.30999999999997"
"UA","EWR","LAS","2001","20250620","2012","20250620","2245","LAS","EWR","526","20250626","1540","20250626","2347","E","K","356.97","USD:AY 11.20|US 22.77|XF 9.00|ZP 10.40","0.0","0.0","53.37"
"UA","EWR","LAS","2689","20250620","1835","20250620","2108","LAS","EWR","655","20250626","2335","20250627","729","E","K","371.97","USD:AY 11.20|US 23.82|XF 9.00|ZP 10.40","0.0","0.0","54.42"
"UA","LGA","ORD","1611","20250523","2030","20250523","2209","ORD","EWR","2133","20250525","1600","20250525","1934","E","S","451.96","USD:AY 11.20|US 29.40|XF 9.00|ZP 10.40","0.0","0.0","60.0"
"UA","LGA","ORD","1310","20250523","1025","20250523","1203","ORD","EWR","2133","20250525","1600","20250525","1934","E","W","486.96","USD:AY 11.20|US 31.84|XF 9.00|ZP 10.40","0.0","0.0","62.44"
"UA","EWR","ORD","546","20250523","2030","20250523","2212","ORD","LGA","2370","20250525","1400","20250525","1722","E","V","516.96","USD:AY 11.20|US 33.93|XF 9.00|ZP 10.40","0.0","0.0","64.53"
"AA","LGA","ORD","2644","20250523","1255","20250523","1430","ORD","LGA","2088","20250525","1712","20250525","2019","E","K","547.97","USD:AY 11.20|US 36.10|XF 9.00|ZP 10.40","0.0","0.0","66.7"
"AA","LGA","ORD","396","20250523","1605","20250523","1751","ORD","EWR","3253","20250525","1911","20250525","2230","E","K","617.96","USD:AY 11.20|US 40.98|XF 9.00|ZP 10.40","0.0","0.0","71.58"
"UA","EWR","BNA","2038","20250601","2200","20250601","2333","BNA","EWR","213","20250604","1631","20250604","1953","E","G","196.97","USD:AY 11.20|US 11.61|XF 9.00|ZP 10.40","0.0","0.0","42.21"
"AA","LGA","BNA","4353","20250601","1535","20250601","1714","BNA","LGA","4606","20250604","1930","20250604","2254","E","N","321.97","USD:AY 11.20|US 20.33|XF 9.00|ZP 10.40","0.0","0.0","50.93"
"UA","LGA","ORD","1656","20250520","725","20250520","906","ORD","LGA","1576","20250523","2000","20250523","2322","E","G","282.97","USD:AY 11.20|US 17.61|XF 9.00|ZP 10.40","0.0","0.0","48.21"
"UA","LGA","ORD","1807","20250520","1935","20250520","2116","ORD","LGA","1045","20250523","1500","20250523","1820","E","G","282.97","USD:AY 11.20|US 17.61|XF 9.00|ZP 10.40","0.0","0.0","48.21"
"DL","LGA","ORD","2801","20250520","1859","20250520","2046","ORD","LGA","1569","20250523","1030","20250523","1343","E","E","299.78","USD:AY 11.20|US 18.78|XF 9.00|ZP 10.40","0.0","0.0","49.38"
"UA","LGA","ORD","352","20250520","1835","20250520","2016","ORD","LGA","2092","20250523","800","20250523","1118","E","G","311.96","USD:AY 11.20|US 19.63|XF 9.00|ZP 10.40","0.0","0.0","50.23"
"UA","EWR","ORD","1316","20250520","659","20250520","839","ORD","LGA","2370","20250523","1400","20250523","1722","E","K","321.96","USD:AY 11.20|US 20.33|XF 9.00|ZP 10.40","0.0","0.0","50.93"
"AA","EWR","ORD","3354","20250520","1930","20250520","2121","ORD","LGA","2088","20250523","1712","20250523","2019","E","G","371.97","USD:AY 11.20|US 23.82|XF 9.00|ZP 10.40","0.0","0.0","54.42"
"UA","LGA","ORD","1310","20250520","1025","20250520","1205","ORD","EWR","2649","20250523","1426","20250523","1800","E","G","376.97","USD:AY 11.20|US 24.17|XF 9.00|ZP 10.40","0.0","0.0","54.77"
"AS","JFK","LHR","5260","20250731","1930","20250801","745","LHR","JFK","6901","20250805","945","20250805","1240","E","O","908.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80","0.0","0.0","262.31"
"AS","JFK","LHR","5258","20250731","1845","20250801","650","LHR","JFK","5295","20250805","1320","20250805","1610","E","O","1558.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80","0.0","0.0","262.31"
"UA","JFK","YYZ","6607","20250612","655","20250612","841","YYZ","EWR","3705","20250615","1500","20250615","1648","E","G","269.02","USD:AY 5.60|US 13.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.02"
"UA","LGA","YYZ","8229","20250612","715","20250612","857","YYZ","EWR","8202","20250615","1730","20250615","1908","E","G","269.02","USD:AY 5.60|US 13.13|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","94.02"
"TS","EWR","YTZ","7357","20250612","650","20250612","830","YTZ","EWR","7237","20250615","1400","20250615","1530","E","Q","308.69","USD:AY 5.60|US 16.35|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 21.00|ZP 10.40|RC 2.73","0.0","0.0","90.69"
"UA","LGA","YYZ","8469","20250612","835","20250612","1015","YYZ","EWR","3705","20250615","1500","20250615","1648","E","G","344.27","USD:AY 5.60|US 18.38|XA 3.71|XF 4.50|XY 7.00|YC 7.20|CA 12.20|SQ 26.80|ZP 10.40|RC 3.48","0.0","0.0","99.27"
"KL","JFK","LHR","2503","20250622","1900","20250623","715","LHR","JFK","2502","20250716","935","20250716","1245","E","V","825.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 510.00","52.0","510.0","262.30999999999995"
"KL","JFK","LHR","2505","20250622","810","20250622","2000","LHR","JFK","2510","20250716","1650","20250716","1940","E","V","825.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 510.00","52.0","510.0","262.30999999999995"
"AF","JFK","LHR","9656","20250622","810","20250622","2000","LHR","JFK","9663","20250716","1225","20250716","1530","E","V","825.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 510.00","52.0","510.0","262.30999999999995"
"BA","JFK","LHR","176","20250622","1930","20250623","745","LHR","JFK","179","20250716","1805","20250716","2100","E","Q","866.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 525.00|YR 10.00","525.0","10.0","262.30999999999995"
"BA","JFK","LHR","178","20250622","750","20250622","1945","LHR","JFK","117","20250716","820","20250716","1105","E","N","941.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 525.00|YR 10.00","525.0","10.0","262.30999999999995"
"IB","JFK","LHR","3540","20250622","1830","20250623","630","LHR","JFK","4219","20250716","945","20250716","1240","E","Q","1050.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 509.00|YR 10.00","509.0","10.0","262.30999999999995"
"AS","JFK","LHR","5252","20250622","2130","20250623","940","LHR","JFK","6905","20250716","1410","20250716","1659","E","S","1230.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80","0.0","0.0","262.31"
"EI","JFK","LHR","8876","20250622","1930","20250623","745","LHR","JFK","8873","20250716","1135","20250716","1425","E","N","1470.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 550.00","550.0","0.0","262.30999999999995"
"VS","JFK","LHR","4","20250614","1800","20250615","625","LHR","JFK","25","20250629","2010","20250629","2300","E","T","773.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"BA","JFK","LHR","1515","20250614","2300","20250615","1105","LHR","JFK","113","20250629","1620","20250629","1925","E","O","941.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 525.00|YR 10.00","525.0","10.0","262.30999999999995"
"VS","JFK","LHR","46","20250614","2100","20250615","915","LHR","JFK","3","20250629","935","20250629","1245","E","O","953.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 500.00|YR 10.00","500.0","10.0","262.30999999999995"
"DL","JFK","LHR","5990","20250614","1900","20250615","715","LHR","JFK","4","20250629","1515","20250629","1845","E","V","953.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 10.00|YR 500.00","10.0","500.0","262.30999999999995"
"KL","JFK","LHR","2503","20250614","1900","20250615","715","LHR","JFK","2506","20250629","2010","20250629","2300","E","V","1005.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 52.00|YR 510.00","52.0","510.0","262.30999999999995"
"UA","EWR","LHR","110","20250614","1725","20250615","555","LHR","EWR","883","20250629","800","20250629","1105","E","L","1023.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 370.00","370.0","0.0","262.30999999999995"
"UA","EWR","LHR","904","20250614","2050","20250615","920","LHR","EWR","17","20250629","1200","20250629","1515","E","L","1158.31","USD:AY 5.60|US 45.80|XA 3.71|XF 4.50|XY 7.00|YC 7.20|GB 119.70|UB 68.80|YQ 370.00","370.0","0.0","262.30999999999995"
"UA","EWR","MYR","2310","20250724","805","20250724","1002","MYR","EWR","2630","20250727","1058","20250727","1304","E","S","461.97","USD:AY 11.20|US 30.10|XF 9.00|ZP 10.40","0.0","0.0","60.7"
"DL","LGA","MCO","2520","20250523","1545","20250523","1843","MCO","JFK","2049","20250525","1100","20250525","1344","E","T","466.96","USD:AY 11.20|US 30.44|XF 9.00|ZP 10.40","0.0","0.0","61.04"
"AA","LGA","MIA","3211","20250607","905","20250607","1221","MIA","EWR","2008","20250611","2122","20250612","29","E","O","226.96","USD:AY 11.20|US 13.70|XF 9.00|ZP 10.40","0.0","0.0","44.3"
"UA","EWR","MIA","1149","20250607","1629","20250607","1954","MIA","EWR","1826","20250611","600","20250611","905","E","G","226.96","USD:AY 11.20|US 13.70|XF 9.00|ZP 10.40","0.0","0.0","44.3"
"AA","LGA","MIA","970","20250607","805","20250607","1115","MIA","LGA","2213","20250611","1957","20250611","2259","E","O","226.96","USD:AY 11.20|US 13.70|XF 9.00|ZP 10.40","0.0","0.0","44.3"
"AA","EWR","MIA","1152","20250607","736","20250607","1043","MIA","LGA","605","20250611","900","20250611","1203","E","N","261.96","USD:AY 11.20|US 16.14|XF 9.00|ZP 10.40","0.0","0.0","46.74"
"AA","LGA","MIA","2850","20250607","1125","20250607","1433","MIA","JFK","688","20250611","954","20250611","1303","E","Q","261.96","USD:AY 11.20|US 16.14|XF 9.00|ZP 10.40","0.0","0.0","46.74"
"AA","JFK","DCA","4538","20250506","752","20250506","929","DCA","LGA","4393","20250508","1216","20250508","1329","E","N","446.97","USD:AY 11.20|US 29.05|XF 9.00|ZP 10.40","0.0","0.0","59.65"
"UA","EWR","DCA","3504","20250506","2000","20250506","2142","IAD","EWR","1870","20250508","830","20250508","959","E","V","451.97","USD:AY 11.20|US 29.40|XF 9.00|ZP 10.40","0.0","0.0","60.0"
"UA","EWR","DCA","4433","20250506","1310","20250506","1436","IAD","EWR","1651","20250508","1552","20250508","1720","E","V","451.97","USD:AY 11.20|US 29.40|XF 9.00|ZP 10.40","0.0","0.0","60.0"
"UA","EWR","DCA","4434","20250506","735","20250506","859","DCA","EWR","4446","20250508","1115","20250508","1237","E","M","739.97","USD:AY 11.20|US 49.49|XF 9.00|ZP 10.40","0.0","0.0","80.09"
"UA","EWR","ATL","1329","20250801","1728","20250801","2000","ATL","EWR","447","20250804","600","20250804","815","E","K","286.97","USD:AY 11.20|US 17.89|XF 9.00|ZP 10.40","0.0","0.0","48.49"
"UA","EWR","ATL","2699","20250801","1942","20250801","2213","ATL","EWR","555","20250804","1609","20250804","1829","E","K","286.97","USD:AY 11.20|US 17.89|XF 9.00|ZP 10.40","0.0","0.0","48.49"
